id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT
a0024443,2024443,24443 (2000 OG),24443,,,Y,N,16.4,,,,,,,,,,4.069,,,,,,,,,JPL 83,2459000.5,59000,20200531.0000000,J2000,0.8221928342876170,2.310026400309810,0.4107392469598670,25.75314555829400,178.138524282692,231.1792463275320,218.5464185157880,4.209313553659760,0.2807234282734520,2459504.389477110000,20211016.8894771,1282.400981685520,3.51102253712668,0.151179,58.83433143,1.91437,2.936,3.6025E-08,1.3157E-08,8.2476E-08,1.2875E-05,1.9773E-05,1.7489E-05,1.7541E-05,2.3975E-08,2.3984E-09,6.6682E-05,1.0956E-05,APO,Otto Matic,9407,1993-06-24,2019-03-27,432,,,0,0.49209,,,,,
a0024445,2024445,24445 (2000 PM8),24445,,,Y,N,14.7,,,,,,,,,,6.811,,,,,,,,,JPL 325,2459000.5,59000,20200531.0000000,J2000,0.5454112190968760,2.210878636011540,1.005040623869250,23.77126006535480,203.1543379700610,219.103531416504,359.5648834303080,3.416716648153830,0.2998173210440770,2459001.951272290000,20200601.4512723,1200.731161049480,3.28742275441336,0.08337,32.4451029,2.1821,3.354,3.737E-08,7.272E-09,8.2607E-08,5.7735E-06,1.1204E-05,1.1556E-05,7.6286E-06,1.1238E-08,1.4792E-09,2.545E-05,5.9242E-06,APO,Otto Matic,10428,1991-04-10,2019-10-28,1331,,,0,0.5076,,,,,
a0024475,2024475,24475 (2000 VN2),24475,,,Y,N,16.3,,,,,,,,,,,,,,,Sa,,,,JPL 179,2459000.5,59000,20200531.0000000,J2000,0.4424028006043510,1.974365919108170,1.100900907076930,14.64161985870310,76.47635548874750,32.63116202370170,5.627995204701520,2.847830931139410,0.3552733288370150,2458984.658689250000,20200515.1586892,1013.304323120620,2.77427603866014,0.149828,58.30856276,2.37331,3.704,2.9864E-08,7.2916E-09,5.9833E-08,5.902E-06,1.455E-05,1.6535E-05,8.2835E-06,1.0517E-08,1.9681E-09,2.3238E-05,5.6134E-06,AMO,Otto Matic,6873,2000-11-01,2019-08-27,768,,,0,0.38591,,,,,
a0024761,2024761,24761 Ahau (1993 BW2),24761,Ahau,,Y,N,17.3,,,,,,,,,,,,,,,,,,,JPL 136,2459000.5,59000,20200531.0000000,J2000,0.305752443795639,1.334945412800270,0.9267825905028090,21.92363653753010,121.0613210517570,287.5272580709280,303.4601905228180,1.743108235097730,0.6390117043008980,2459088.980084320000,20200827.4800843,563.3699626736150,1.54242289575254,0.100864,39.25324288,3.70103,4.793,3.5185E-08,2.9336E-09,4.6961E-08,5.4387E-06,1.0882E-05,1.4382E-05,1.5313E-05,3.8305E-09,2.1063E-09,2.4173E-05,1.857E-06,APO,Otto Matic,10078,1993-01-28,2020-09-01,673,,,0,0.51855,,,,,
a0025143,2025143,25143 Itokawa (1998 SF36),25143,Itokawa,,Y,Y,19.2,,,,,,,0.33,0.535x0.294x0.209,,12.132,2.1E-09,,,,S(IV),,,,JPL 195,2459000.5,59000,20200531.0000000,J2000,0.2801166458578440,1.324118017979550,0.9532105200631800,1.621303463409660,69.08038938457930,162.8147710934360,187.6327490304860,1.695025515895910,0.6468655624564600,2459266.965338350000,20210221.4653384,556.5298585890190,1.52369571140046,0.0129677,5.046639809,3.29661,4.898,1.2779E-09,2.0107E-09,3.0855E-09,1.9499E-07,4.9531E-06,4.9852E-06,9.1014E-06,2.574E-09,1.4734E-09,1.4677E-05,1.2677E-06,APO,Otto Matic,7443,1998-09-19,2019-02-04,881,19,18,0,0.4614,,,,,
a0025330,2025330,25330 (1999 KV4),25330,,,Y,N,16.6,,,,,,,3.21,,0.052,4.919,,,,,B,,,,JPL 163,2459000.5,59000,20200531.0000000,J2000,0.3708585073162330,1.54039946681071,0.9691292198785690,14.32801781464580,50.60164674457410,85.97377840681610,24.44792009331340,2.11166971374285,0.5155301085032020,2458953.077124610000,20200413.5771246,698.3103296240630,1.91186948562372,0.172941,67.30344897,3.02341,4.357,3.99E-08,4.2348E-09,6.2064E-08,5.9102E-06,1.8239E-05,2.0904E-05,1.8404E-05,5.8053E-09,2.1259E-09,3.5512E-05,2.8796E-06,APO,Otto Matic,14818,1979-11-16,2020-06-11,876,,,0,0.53335,,,,,
a0025916,2025916,25916 (2001 CP44),25916,,,Y,N,13.7,,,,,,,5.683,,0.177,4.6021,,,,,,,,0.030,JPL 407,2459000.5,59000,20200531.0000000,J2000,0.4980588103106140,2.56214941663962,1.286048326350060,15.74628444626210,94.69325449058810,199.7130074155550,161.404844742261,3.838250506929190,0.2403241387514020,2458328.886879570000,20180729.3868796,1497.97686520535,4.10123713950814,0.280916,109.32407972,1.42578,3.202,3.4334E-08,1.5237E-08,9.3515E-08,4.4294E-06,1.0529E-05,1.1609E-05,3.0594E-06,2.2826E-08,2.1438E-09,1.0408E-05,1.3362E-05,AMO,Otto Matic,17162,1973-04-10,2020-04-05,1938,,,0,0.44073,,,,,
a0026166,2026166,26166 (1995 QN3),26166,,,Y,N,16.8,,,,,,,,,,,,,,,,,,,JPL 92,2459000.5,59000,20200531.0000000,J2000,0.6452145997360440,3.29875811349976,1.170351217671990,14.79353478497520,185.7417763375970,62.85059424846540,68.34407724638610,5.427165009327540,0.16450472131411,2458585.046408760000,20190411.5464088,2188.387039133100,5.99147717764023,0.269167,104.75172139,0.746962,2.754,7.7374E-08,1.3735E-08,2.5786E-07,2.2201E-05,3.4519E-05,4.3444E-05,1.4056E-05,2.2598E-08,1.0275E-09,8.3799E-05,1.3668E-05,AMO,Otto Matic,24177,1953-08-19,2019-10-29,378,,,0,0.57216,,,,,
a0026310,2026310,26310 (1998 TX6),26310,,,Y,N,19.1,,,,,,,,,,,,,,,,,,,JPL 28,2459000.5,59000,20200531.0000000,J2000,0.4689524688267850,2.140224230097680,1.136560793550470,5.375914498227420,210.8857527320300,98.82376810822960,0.3326363184317480,3.143887666644890,0.3147858188634360,2458999.443293190000,20200529.9432932,1143.634745999090,3.13110128952522,0.157504,61.29583168,2.19529,3.559,5.512E-08,6.074E-09,1.1765E-07,1.2431E-05,9.2269E-05,9.5962E-05,1.6427E-05,8.9225E-09,1.3401E-09,5.2181E-05,4.8685E-06,AMO,Otto Matic,25220,1951-07-08,2020-07-25,102,,,0,0.69961,,,,,
a0026379,2026379,26379 (1999 HZ1),26379,,,Y,N,18.0,,,,,,,,,,,,,,,,,,,JPL 24,2459000.5,59000,20200531.0000000,J2000,0.5762153701531240,1.606170939062980,0.6806705568816130,8.686571565080650,252.1706274473310,200.5166841420640,185.182230561921,2.531671321244340,0.4841906828410900,2459361.551494040000,20210527.0514940,743.5087306670690,2.03561596349642,0.130775,50.89370675,2.70405,4.137,2.4799E-07,4.2726E-08,4.0748E-07,2.512E-05,0.00018222,0.00018909,0.00010942,6.7346E-08,1.932E-08,0.00024003,2.9667E-05,APO,Otto Matic,5788,1992-08-27,2008-07-02,69,,,1,0.69548,,,,,
a0026663,2026663,26663 (2000 XK47),26663,,,Y,Y,18.1,,,,,,,,,,2.572,,,,,,,,,JPL 56,2459000.5,59000,20200531.0000000,J2000,0.4716218097573870,1.54587737025309,0.8168078872313380,13.53701031193950,303.6748612442410,231.114353051988,8.452739567891020,2.274946853274840,0.5127923225455040,2458984.016251710000,20200514.5162517,702.0385917888910,1.92207691112633,0.035064,13.64585688,2.77723,4.301,6.5366E-08,7.4946E-09,9.8478E-08,4.5759E-06,1.0832E-05,1.8623E-05,2.5134E-05,1.1029E-08,3.7291E-09,4.8894E-05,5.1053E-06,APO,Otto Matic,16559,1974-07-12,2019-11-12,289,2,2,0,0.49123,,,,,
a0026760,2026760,26760 (2001 KP41),26760,,,Y,N,15.3,,,,,,,5.400,,0.042,5.300,,,,,,,,0.374,JPL 214,2459000.5,59000,20200531.0000000,J2000,0.5581501590374490,2.850899596919660,1.259669533499150,11.02285479861840,146.2462232841440,155.1863774597910,321.6590092323010,4.442129660340170,0.2047534320245560,2459187.754447400000,20201204.2544474,1758.212287043990,4.81372289402871,0.257098,100.05482866,0.939054,3.031,3.2321E-08,2.4031E-08,9.5174E-08,5.2617E-06,1.5763E-05,1.9074E-05,1.7993E-05,3.7444E-08,2.5889E-09,9.0234E-05,2.2231E-05,AMO,Otto Matic,8821,1996-03-25,2020-05-19,1455,,,0,0.43354,,,,,
a0026817,2026817,26817 (1987 QB),26817,,,Y,N,19.2,,,,,,,1.172,,0.027,,,,,,,,,0.609,JPL 35,2459000.5,59000,20200531.0000000,J2000,0.5948688945034530,2.801535011992660,1.134988976495870,3.498318672308230,153.2015350374290,156.5054044459100,0.9791796622408210,4.468081047489450,0.2101890040212860,2458995.841432500000,20200526.3414325,1712.744211697880,4.68923808815298,0.123333,47.99750361,0.859108,3.035,5.4184E-08,4.7604E-08,1.4409E-07,9.432E-06,0.00013558,0.00013777,4.0004E-05,7.5921E-08,5.3573E-09,0.0001902,4.3654E-05,AMO,Otto Matic,12115,1987-05-31,2020-07-31,101,,,0,0.53761,,,,,
a0027002,2027002,27002 (1998 DV9),27002,,,Y,Y,18.1,,,,,,,,,,,,,,,,,,,JPL 80,2459000.5,59000,20200531.0000000,J2000,0.4338969801952560,1.743485416828610,0.9869923594522080,8.70195098468578,130.3677543267820,0.7878625170136500,238.8370387214960,2.499978474205010,0.4281309210908820,2459283.504462680000,20210310.0044627,840.8642830158500,2.30216093912621,0.00188774,0.7346517758,2.56405,4.016,3.3514E-08,5.6342E-09,5.905E-08,5.1954E-06,3.3256E-05,3.2566E-05,1.5259E-05,8.0788E-09,2.0753E-09,3.6955E-05,4.0759E-06,APO,Otto Matic,8224,1998-02-23,2020-08-30,378,,,0,0.58131,,,,,
a0027031,2027031,27031 (1998 RO4),27031,,,Y,N,17.7,,,,,,,,,,,,,,,,,,,JPL 74,2459000.5,59000,20200531.0000000,J2000,0.4255076265735300,2.139731535728000,1.229259448455840,5.354786349194920,191.8833746766430,111.7655149878780,358.8663498199970,3.050203623000150,0.3148945489486920,2459004.100094650000,20200603.6000946,1143.239859825760,3.13002015010476,0.234811,91.38139687,2.25292,3.587,4.4444E-08,4.0743E-09,9.4508E-08,5.6068E-06,5.2218E-05,5.3145E-05,9.9046E-06,5.8079E-09,8.9938E-10,3.1461E-05,3.2653E-06,AMO,Otto Matic,25210,1951-08-26,2020-09-02,276,,,0,0.53368,,,,,
a0027346,2027346,27346 (2000 DN8),27346,,,Y,N,15.9,,,,,,,1.802,,0.256,0.068,,,,,,,,0.066,JPL 210,2459000.5,59000,20200531.0000000,J2000,0.398781244051531,1.875189189996350,1.12739891197762,36.9493235784246,135.2085290584740,269.2935960658140,40.9369505950739,2.622979468015070,0.383827809744145,2458893.845532670000,20200214.3455327,937.9205749577440,2.56788658441545,0.444697,173.06273149,3.34057,3.655,5.5802E-08,1.0005E-08,1.0745E-07,6.8019E-06,9.0425E-06,1.2331E-05,1.6984E-05,1.3994E-08,3.0718E-09,4.3579E-05,7.5062E-06,AMO,Otto Matic,14969,1978-08-24,2019-08-18,814,,,0,0.47004,,,,,
a0029075,2029075,29075 (1950 DA),29075,,,Y,Y,17.1,,,,,,,2.000,,0.070,2.1216,,,,,,,,0.200,JPL 166,2459000.5,59000,20200531.0000000,J2000,0.5078265461162730,1.698568963220990,0.8359905532881750,12.16749549995620,356.662226848215,224.6832916054010,230.8829305482100,2.5611473731538,0.4452247487590920,2459290.504250240000,20210317.0042502,808.5803877780240,2.21377245113764,0.0401055,15.607857435,2.48364,4.026,2.6793E-08,1.1591E-09,4.5919E-08,4.4834E-06,7.3398E-06,8.5399E-06,2.5835E-06,1.7477E-09,4.5573E-10,6.0639E-06,8.2766E-07,APO,Otto Matic,25478,1950-02-23,2019-11-26,627,8,4,0,0.49936,,,-5.63868071590746E-15,,
a0030825,2030825,30825 (1990 TG1),30825,,,Y,N,14.7,,,,,,,,,,2.62428,,,,,,,,,JPL 320,2459000.5,59000,20200531.0000000,J2000,0.6809828800289040,2.436968529028430,0.7774346815908500,8.73772779136883,205.0267896936380,33.7184951577951,345.5680590773830,4.096502376466020,0.2590771988325030,2459056.205175860000,20200725.7051759,1389.54721458427,3.80437293520676,0.069566,27.07300022,0.971477,3.126,1.7302E-08,7.8152E-09,4.2121E-08,4.4061E-06,2.3216E-05,2.323E-05,7.4406E-06,1.3137E-08,1.2463E-09,2.8986E-05,6.6843E-06,APO,Otto Matic,10950,1990-09-16,2020-09-08,1521,1,1,0,0.43721,,,,,
a0030997,2030997,30997 (1995 UO5),30997,,,Y,N,17.0,,,,,,,,,,,,,,,,,,,JPL 52,2459000.5,59000,20200531.0000000,J2000,0.6432947879556540,1.55997668788696,0.556451815236955,36.21528058804160,38.66824060376470,151.0876912833140,116.9626440929760,2.563501560536970,0.5058560067557340,2458769.282731590000,20191012.7827316,711.6649702527620,1.94843249898087,0.403123,156.88337791,2.52803,4.012,1.6273E-07,1.5535E-08,2.513E-07,1.6274E-05,1.5187E-05,1.8097E-05,4.0952E-05,2.5528E-08,7.5561E-09,7.8117E-05,1.063E-05,APO,Otto Matic,7670,1995-10-26,2016-10-25,217,,,0,0.59381,,,,,
a0031210,2031210,31210 (1998 BX7),31210,,,Y,N,16.3,,,,,,,,,,6.379,,,,,,,,,JPL 149,2459000.5,59000,20200531.0000000,J2000,0.5024402210955540,2.603347390381290,1.295320951969580,8.95831052820702,144.9226725081860,271.44645271109,142.2337588174480,3.911373828793000,0.2346420734096650,2458394.326704860000,20181002.8267049,1534.251699913470,4.20055222426687,0.354446,137.93974982,1.60511,3.207,4.7219E-08,7.1389E-09,1.2068E-07,6.6457E-06,2.3335E-05,2.5339E-05,6.3813E-06,1.0726E-08,9.6516E-10,2.5579E-05,6.3109E-06,AMO,Otto Matic,23548,1955-11-23,2020-05-13,771,,,0,0.4894,,,,,
a0031221,2031221,31221 (1998 BP26),31221,,,Y,N,17.2,,,,,,,,,,2.407,,,,,,,,,JPL 184,2459000.5,59000,20200531.0000000,J2000,0.2570184632215240,1.723132973387450,1.280255984641070,20.22066397036410,331.0398656966690,186.6532364617230,307.9289802226000,2.166009962133830,0.4357384501151320,2459120.000631090000,20200927.5006311,826.1836886436810,2.26196766226881,0.292032,113.65009344,2.83577,4.063,8.1728E-08,3.8684E-09,1.4301E-07,6.5656E-06,8.0466E-06,1.1303E-05,1.0729E-05,4.8626E-09,1.4673E-09,2.497E-05,2.7821E-06,AMO,Otto Matic,7976,1998-01-28,2019-11-30,988,,,0,0.45078,,,,,
a0031345,2031345,31345 (1998 PG),31345,,,Y,N,17.5,,,,,,,,,,2.5163,,,,,Sq,,,,JPL 143,2459000.5,59000,20200531.0000000,J2000,0.3914685972368260,2.015144466702330,1.226278689092820,6.503472979155170,222.7232547452600,156.1703370731910,199.7644385295430,2.804010244311850,0.3445440816791730,2459465.565487960000,20210908.0654880,1044.859044582920,2.86066815765344,0.234368,91.20899456,2.66892,3.720,4.0085E-08,1.2677E-09,8.102E-08,3.5792E-06,2.8208E-05,2.9045E-05,4.5644E-06,1.764E-09,3.2513E-10,1.3488E-05,9.8599E-07,AMO,Otto Matic,15197,1978-10-07,2020-05-16,1223,,,0,0.49557,,,,,
a0031346,2031346,31346 (1998 PB1),31346,,,Y,N,17.1,,,,,,,,,,,,,,,Sq:,,,,JPL 86,2459000.5,59000,20200531.0000000,J2000,0.4299548437296200,2.029854158499400,1.157108530987870,5.963978745384930,299.7348361509740,350.5008956557140,202.9586817562400,2.902599786010930,0.3408056768833520,2459461.294314460000,20210903.7943145,1056.320432488620,2.8920477275527,0.141909,55.22672553,2.30999,3.685,6.8359E-08,1.7177E-08,1.4478E-07,7.8705E-06,5.3454E-05,5.7584E-05,4.1923E-05,2.4563E-08,4.3261E-09,0.00012882,1.3409E-05,AMO,Otto Matic,7817,1998-07-14,2019-12-08,425,,,0,0.60295,,,,,
a0031662,2031662,31662 (1999 HP11),31662,,,Y,N,19.4,,,,,,,,,,,,,,,,,,,JPL 24,2459000.5,59000,20200531.0000000,J2000,0.5479380096642720,1.597694926480480,0.7222571484140590,18.81311171923260,13.96102020587890,311.992538619683,97.96601559528590,2.473132704546890,0.4880488455058790,2458799.770059750000,20191112.2700598,737.6310861402570,2.01952384980221,0.124041,48.27303597,3.0177,4.134,1.111E-07,8.3576E-09,1.7717E-07,3.1261E-05,3.5195E-05,3.4725E-05,4.1364E-05,1.2937E-08,3.8295E-09,8.3385E-05,5.7878E-06,APO,Otto Matic,6576,1999-03-20,2017-03-21,61,,,0,0.70971,,,,,
a0031669,2031669,31669 (1999 JT6),31669,,,Y,Y,15.9,,,,,,,,,,5.807,,,,,,,,,JPL 74,2459000.5,59000,20200531.0000000,J2000,0.5783265615968230,2.135602590641420,0.9005268874585010,9.543419169531560,78.81978626828410,39.10126981886530,312.2874336686560,3.370678293824340,0.3158082094837010,2459151.580829750000,20201029.0808298,1139.93236777646,3.12096473039414,0.00181638,0.7068806046,1.80338,3.467,4.6076E-08,2.01E-08,1.0158E-07,5.4336E-06,4.5125E-05,4.6096E-05,3.2343E-05,3.1725E-08,4.4586E-09,0.00010453,1.6094E-05,APO,Otto Matic,8428,1996-06-12,2019-07-10,554,,,0,0.58014,,,,,
a0032906,2032906,32906 (1994 RH),32906,,,Y,N,15.8,,,,,,,,,,2.569,,,,,S,,,,JPL 167,2459000.5,59000,20200531.0000000,J2000,0.4409295259125840,2.246982205098490,1.2562214066704,18.93088855724130,331.2169244323460,92.31332463703730,194.838822908787,3.237743003526580,0.2926204166298380,2459564.921235520000,20211216.4212355,1230.262755231450,3.36827585278974,0.451382,175.66433294,2.51055,3.432,3.8711E-08,6.0669E-09,8.5579E-08,8.663E-06,1.3217E-05,1.6274E-05,8.9675E-06,8.7419E-09,1.1851E-09,3.2348E-05,4.9826E-06,AMO,Otto Matic,12672,1984-09-21,2019-06-02,850,,,0,0.48329,,,,,
a0033342,2033342,33342 (1998 WT24),33342,,,Y,Y,17.9,,,,,,,0.432,,0.654,3.697,,,,,,,,0.028,JPL 182,2455439.5,55439,20100831.0000000,J2000,0.4179388925142800,0.718454564876123,0.4181844597099670,7.342580784040120,81.99939572468150,167.2942523872860,318.366092448587,1.018724670042280,1.618471704562150,2455465.224210950000,20100925.7242110,222.4320629055380,0.608985798509343,0.00994683,3.8710078311,4.00184,7.912,1.657E-08,4.5811E-10,1.2117E-08,2.8498E-06,2.3593E-06,4.4052E-06,6.1687E-06,6.4957E-10,1.548E-09,3.8113E-06,2.1274E-07,ATE,Otto Matic,7376,1998-11-24,2019-02-03,1770,16,1,0,0.31998,,,-2.53678304239725E-14,,
a0034613,2034613,34613 (2000 UR13),34613,,,Y,N,16.0,,,,,,,,,,,,,,,,,,,JPL 244,2459000.5,59000,20200531.0000000,J2000,0.3872763707736100,2.069097126060600,1.267784700301750,6.175836458251910,315.2854794232100,286.2404940528960,330.358071362738,2.870409551819460,0.3311560987622380,2459090.010441600000,20200828.5104416,1087.100619150820,2.97631928583388,0.279943,108.94541731,2.20292,3.671,1.6528E-07,1.2566E-08,3.3873E-07,4.9554E-06,3.638E-05,5.9174E-05,7.2561E-05,1.7433E-08,3.0168E-09,0.00021875,9.9034E-06,AMO,Otto Matic,31499,1934-03-16,2020-06-11,995,,,0,0.53033,,,,,
a0035107,2035107,35107 (1991 VH),35107,,,Y,Y,16.7,,,,,,,0.929,,0.408,2.6236,,,,,Sk,,,0.035,JPL 510,2459000.5,59000,20200531.0000000,J2000,0.1442312820298890,1.137322481787040,0.9732850021574820,13.91128046699990,139.3511621566790,206.9364471516460,240.4123476433000,1.301359961416600,0.812603405038962,2459147.666073410000,20201025.1660734,443.0205408537990,1.21292413649226,0.0255494,9.943059998,3.98066,5.473,1.7491E-08,7.4157E-10,1.9992E-08,2.7859E-06,5.5222E-06,9.009E-06,8.4865E-06,8.4853E-10,7.9477E-10,1.0553E-05,4.333E-07,APO,Otto Matic,10529,1991-11-09,2020-09-06,3770,3,0,0,0.30208,,,,,
a0035396,2035396,35396 (1997 XF11),35396,,,Y,Y,16.9,,,,,,,0.704,,0.772,3.259,,,,,Xk,,,0.103,JPL 281,2459000.5,59000,20200531.0000000,J2000,0.4839688259591770,1.442763080342460,0.7445107262118750,4.098775058989130,213.7467252188620,102.9174480269620,81.81788596092730,2.141015434473050,0.5687370792211720,2458856.641108170000,20200108.1411082,632.981412945651,1.73300865967324,0.000626397,0.24377492049,3.19098,4.526,1.6328E-08,1.6012E-09,2.4282E-08,3.6806E-06,2.2035E-05,2.2564E-05,7.0897E-06,2.3761E-09,9.4679E-10,1.2227E-05,1.0537E-06,APO,Otto Matic,10576,1990-03-22,2019-03-06,1747,5,1,0,0.39516,,,,,
a0035432,2035432,35432 (1998 BG9),35432,,,Y,N,19.3,,,,,,,,,,,,,,,S,,,,JPL 53,2459000.5,59000,20200531.0000000,J2000,0.543880962663881,2.505850074580410,1.142965923726260,13.13758669617790,115.3382996991090,1.463502428804840,221.0737841669490,3.868734225434560,0.2484685631862740,2459559.629952100000,20211211.1299521,1448.875444778550,3.96680477694333,0.159381,62.02630377,1.26024,3.211,7.2374E-08,9.7983E-09,1.846E-07,1.0185E-05,2.1985E-05,3.3468E-05,9.6934E-06,1.5127E-08,1.4573E-09,4.2007E-05,8.498E-06,AMO,Otto Matic,7381,1998-01-24,2018-04-10,257,,,0,0.58254,,,,,
a0035670,2035670,35670 (1998 SU27),35670,,,Y,N,19.3,,,,,,,,,,,,,,,Sq,,,,JPL 24,2459000.5,59000,20200531.0000000,J2000,0.5961188334155770,2.121923372386300,0.8570048870421330,7.139736316759320,271.3516826817150,169.8662562848390,340.1588265170760,3.386841857730480,0.3188669657811510,2459062.723985590000,20200801.2239856,1128.997477421600,3.09102663222889,0.0725051,28.216809767,1.89712,3.470,7.7161E-08,2.0865E-08,1.5887E-07,1.0542E-05,0.0001919,0.00017748,3.4855E-05,3.3304E-08,4.7032E-09,0.00011022,1.6653E-05,APO,Otto Matic,1238,1998-09-24,2002-02-13,119,,,0,0.63451,,,,,
a0036017,2036017,36017 (1999 ND43),36017,,,Y,N,19.1,,,,,,,,,,5.79,,,,,Sl,,,,JPL 125,2459000.5,59000,20200531.0000000,J2000,0.3141006437941900,1.52340501305732,1.04490251769672,5.549926303575400,332.0838922729780,52.10221801258830,352.0510872155460,2.00190750841792,0.5241806720648310,2459015.664452270000,20200615.1644523,686.7861010248680,1.88031786728232,0.0789376,30.720145792,3.46889,4.438,1.5632E-08,5.0246E-10,2.3751E-08,2.5546E-06,1.5696E-05,1.7338E-05,4.8836E-06,6.6028E-10,2.5933E-10,9.321E-06,3.3978E-07,AMO,Otto Matic,7205,1999-07-14,2019-04-05,933,,,0,0.46423,,,,,
a0036183,2036183,36183 (1999 TX16),36183,,,Y,N,16.2,,,,,,,2.339,,0.089,5.613,,,,,Ld,,,0.118,JPL 201,2459000.5,59000,20200531.0000000,J2000,0.3323632761185080,1.551268049259380,1.035683518269570,38.22191948526430,54.66335670967500,311.1638315433270,272.3459765573420,2.066852580249200,0.5101217048643060,2459172.329629300000,20201118.8296293,705.7139434907220,1.93213947567617,0.135603,52.77261951,3.54171,4.163,2.2897E-07,1.5542E-08,3.65E-07,1.0517E-05,5.5549E-06,1.7425E-05,3.4281E-05,2.0707E-08,7.6662E-09,6.8974E-05,1.0606E-05,AMO,Otto Matic,8261,1997-11-26,2020-07-09,928,,,0,0.49048,,,,,
a0036236,2036236,36236 (1999 VV),36236,,,Y,N,15.9,,,,,,,,,,6.19,,,,,,,,,JPL 191,2459000.5,59000,20200531.0000000,J2000,0.423717196310062,1.332482361915730,0.767886671392188,58.03943663724650,241.07933602784,19.77676043077770,255.2361657724840,1.897078052439270,0.6407843117653350,2459163.993132250000,20201110.4931323,561.8115072265340,1.53815607728004,0.229127,89.16935459,3.18764,4.390,1.4103E-07,4.2011E-09,1.8827E-07,1.7838E-05,5.283E-06,1.4805E-05,3.0809E-05,5.9812E-09,3.0305E-09,4.8416E-05,2.657E-06,APO,Otto Matic,14673,1979-11-26,2020-01-28,853,,,0,0.5017,,,,,
a0036284,2036284,36284 (2000 DM8),36284,,,Y,N,14.9,,,,,,,,,,3.844,,,,,Sq,,,,JPL 324,2459000.5,59000,20200531.0000000,J2000,0.5538408567516890,1.483643878399670,0.6619412816724000,46.77090271994720,323.1652437841690,317.9578141294190,336.1535518197490,2.305346475126950,0.5453930136050820,2459044.223420700000,20200713.7234207,660.0744619377820,1.80718538518215,0.267366,104.05082622,3.26741,4.116,6.2444E-08,3.5844E-09,9.2433E-08,1.033E-05,5.4746E-06,9.0893E-06,1.2588E-05,5.5697E-09,1.9765E-09,2.3166E-05,2.3921E-06,APO,Otto Matic,7531,1999-12-30,2020-08-12,1636,,,0,0.41969,,,,,
a0037336,2037336,37336 (2001 RM),37336,,,Y,N,15.7,,,,,,,,,,,,,,,S,,,,JPL 188,2459000.5,59000,20200531.0000000,J2000,0.4834795539073940,2.253044546731340,1.163743574344180,36.6647996542512,223.6626093891240,117.9817899626260,203.2985688432050,3.342345519118490,0.2914401662761490,2459538.179597010000,20211119.6795970,1235.244971892070,3.38191641859566,0.351793,136.90728181,2.84773,3.234,3.6389E-08,6.9151E-09,8.2649E-08,9.6519E-06,8.9724E-06,1.2113E-05,8.141E-06,1.0258E-08,1.3418E-09,2.9743E-05,5.6869E-06,AMO,Otto Matic,15156,1977-07-13,2019-01-10,863,,,0,0.44969,,,,,
a0037638,2037638,37638 (1993 VB),37638,,,Y,Y,19.3,,,,,,,,,,,,,,,,,,,JPL 25,2459000.5,59000,20200531.0000000,J2000,0.5201702709599690,1.909289614670860,0.9161339184664660,5.081710001802490,145.6053493791600,323.117718230797,359.7055420334820,2.902445310875260,0.3735909597220480,2459001.288182790000,20200531.7881828,963.62074785707,2.6382498230173,0.00164465,0.6400484405,2.26259,3.756,5.9633E-08,5.12E-09,1.1477E-07,1.4559E-05,0.00010302,0.00010277,1.6874E-05,7.7833E-09,1.5027E-09,4.517E-05,3.8761E-06,APO,Otto Matic,7835,1993-11-06,2015-04-20,97,,,0,0.58797,,,,,
a0037655,2037655,37655 Illapa (1994 PM),37655,Illapa,,Y,Y,17.8,,,,,,,,,,2.6556,,,,,,,,,JPL 106,2459000.5,59000,20200531.0000000,J2000,0.7526713003414080,1.477699445538230,0.3654774823511920,18.02251219587070,139.5721749846640,303.8576914355600,97.21470929146560,2.589921408725260,0.548687300356432,2458823.323110310000,20191205.8231103,656.1114131239070,1.79633514886764,0.0245498,9.554045666,2.82516,4.189,1.9985E-08,4.6525E-10,2.9562E-08,5.1456E-06,5.5922E-06,6.481E-06,2.9848E-06,8.1543E-10,2.5913E-10,5.4077E-06,3.0986E-07,APO,Otto Matic,9456,1994-08-01,2020-06-21,578,1,1,0,0.38695,,,,,
