pdes,name,pha,diameter
387816,,N,
387871,,N,
388185,,N,2.750
388188,,Y,
388189,,N,0.315
388468,,N,
388567,,N,
388798,,N,
388838,,N,0.378
388945,,Y,
389694,,Y,0.451
390522,,N,
390536,,N,
390725,,Y,0.293
390929,,Y,
391033,,N,
391151,,N,1.745
391211,,Y,0.412
391275,,N,
391449,,N,
391451,,N,
391508,,N,
392211,,N,
392476,,N,
392704,,N,
393359,,N,0.774
393569,,N,0.551
393908,,N,
394130,,N,1.218
394155,,N,
394392,,N,0.636
394783,,N,
395143,,N,0.636
395207,,Y,0.724
395289,,N,
396593,,N,
396730,,N,
396793,,N,
396794,,N,
397237,,N,1.180
397326,,N,
397471,,N,
397474,,N,
397847,,N,
398188,Agni,Y,0.462
399307,,N,
399308,,N,
399325,,N,0.669
399433,,N,1.339
399446,,N,
399457,,Y,
399611,,N,
399774,,Y,
401856,,Y,
401857,,N,4.2
401885,,N,
401925,,N,0.475
401954,,Y,
401998,,N,
402267,,N,
403039,,N,
403247,,N,
403775,,Y,
404108,,N,
405189,,N,
405212,,Y,
405427,,N,
405562,,N,
405762,,Y,
406213,,Y,
406952,,N,0.772
407324,,N,0.281
407338,,N,
407653,,N,
407656,,N,
408751,,N,0.399
408752,,N,
408792,,Y,
408869,,N,
408980,,N,
408982,,N,
409204,,N,
409256,,N,1.887
409266,,N,
409342,,N,
409836,,Y,0.554
409934,,N,
410088,,N,1.032
410195,,N,
410622,,N,
410627,,Y,
410649,,N,
410650,,N,
410777,,N,0.472
410778,,Y,1.457
410832,,N,
411165,,Y,0.159
411201,,N,0.658
411280,,N,
411611,,N,0.358
411655,,N,
412976,,N,
412977,,N,
412983,,Y,
412995,,N,
413002,,N,
413021,,N,
413038,,N,1.237
413091,,N,
413123,,N,1.258
413192,,N,2.160
413216,,N,
413260,,Y,
413421,,N,1.900
413563,,N,
413577,,Y,
413820,,N,0.659
413989,,Y,
414286,,Y,0.369
414287,,Y,1.974
414429,,N,2.866
414532,,N,
414586,,N,0.996
414746,,N,1.800
414772,,N,1.466
414800,,N,
414903,,N,
414960,,N,
414990,,Y,
415027,,N,
415029,,Y,
415267,,N,
415710,,N,
415711,,N,0.346
415713,,Y,
415715,,N,
415745,,Y,
415746,,N,
415949,,N,
415986,,N,1.072
415987,,N,
416002,,N,
416032,,N,
416071,,N,0.803
416151,,N,
416186,,N,
416195,,Y,
416217,,N,
416224,,N,
416231,,N,
416283,,N,
416567,,N,2.538
416584,,N,
416591,,Y,
416675,,N,
416680,,N,
416694,,N,2.292
416801,,Y,0.906
416804,,N,
416851,,N,
417167,,N,
417201,,N,
417210,,N,
417211,,Y,
417217,,Y,
417264,,N,1.930
417419,,Y,
417581,,N,
417612,,Y,
417634,,Y,0.418
417655,,N,
417816,,Y,
417871,,Y,
417874,,N,
417949,,Y,
418094,,Y,0.890
418135,,Y,
418198,,N,
418233,,N,
418265,,N,
418416,,Y,
418797,,N,0.789
418846,,N,
418849,,Y,
418896,,N,
418900,,N,
418929,,N,1.432
419022,,N,
419464,,N,
419472,,Y,0.459
419624,,Y,0.357
419829,,N,
419880,,Y,0.982
419922,,N,
420048,,N,
420187,,N,
420210,,Y,
420262,,N,
420286,,N,
420302,,N,
420591,,N,
420738,,N,
422637,,N,
422638,,N,0.193
422659,,N,
422686,,Y,0.176
422699,,Y,0.619
422787,,Y,
422977,,N,
423022,,N,
423100,,N,
423210,,N,
423321,,Y,0.202
423709,,Y,
423747,,N,
424089,,N,2.314
424392,,N,0.239
424482,,Y,
424532,,N,
424965,,N,
424969,,N,
425047,,N,
425250,,N,
425450,,N,
425713,,N,
425755,,Y,
426071,,N,
426082,,N,
427499,,N,
427621,,N,
427643,,N,
427684,,N,
427778,,N,
428086,,N,
428209,,Y,
428223,,N,2.525
428681,,N,
428694,Saule,N,
429073,,N,2.498
429094,,Y,
429382,,N,0.448
429389,,N,
429584,,Y,
429733,,N,
429736,,N,
429746,,N,1.275
430439,,N,
430440,,Y,
430544,,Y,
430552,,N,
430802,,N,
430804,,Y,
431107,,N,1.266
431394,,N,
431698,,N,
431760,,N,
431775,,N,
431776,,N,
432226,,N,
432509,,N,
432655,,N,
433303,,N,
433939,,N,
433953,,Y,0.259
433960,,N,
433992,,N,0.827
434007,,N,
434051,,N,
434053,,N,
434096,,Y,0.528
434154,,N,
434188,,Y,
434196,,Y,
434313,,N,
434326,,Y,
434344,,N,
434500,,N,
434632,,N,1.150
434633,,Y,0.310
434677,,Y,
434734,,Y,
434740,,N,0.997
434751,,N,
434786,,N,
435058,,N,
435138,,N,
435159,,Y,
435302,,N,
435404,,N,0.921
435441,,N,
435548,,Y,
435730,,N,
436030,,N,0.295
436035,,N,
436037,,N,
436094,,N,
436116,,N,
436324,,N,0.369
436325,,N,0.452
436329,,Y,0.622
436568,,N,
436654,,N,
436671,,Y,2.159
436724,,Y,
436761,,N,2.773
436763,,N,
436764,,N,
436771,,N,
436774,,Y,
436775,,N,
437316,,N,
437841,,Y,
437844,,Y,
437846,,N,
437879,,N,1.820
437905,,Y,
437908,,N,
437965,,N,
437994,,N,1.078
438017,,N,
438105,,Y,
438107,,N,0.663
438116,,N,
438317,,N,
438429,,N,
438430,,N,
438452,,N,
438661,,Y,
438897,,N,0.946
438902,,N,2.226
438908,,Y,
438955,,Y,
438990,,N,0.818
439313,,Y,
439437,,Y,
439854,,N,
439877,,Y,
439889,,N,0.590
439898,,N,0.530
439908,,N,
440012,,N,
440212,,Y,
441058,,N,
441103,,N,
441304,,N,
441641,,Y,
441823,,N,
441825,,N,
441952,,N,2.246
441987,,Y,0.228
442037,,Y,0.695
442177,,N,
442243,,N,
442523,,Y,
442559,,N,
442605,,N,0.440
442609,,N,
442742,,N,2.003
443103,,Y,
443104,,N,
443806,,Y,0.288
443837,,N,0.253
443880,,Y,0.228
443923,,N,3.316
443972,,N,
444004,,Y,
444185,,N,
444193,,Y,0.437
444584,,Y,
444627,,N,
444628,,N,
444935,,N,
445025,,N,2.098
445267,,N,
445305,,Y,0.762
445775,,N,
445830,,N,
445974,,Y,
446789,,N,
446791,,Y,
446804,,N,
446826,,N,
446833,,N,
446862,,Y,
446924,,N,
446935,,N,
446938,,N,
446955,,N,
446963,,N,
447221,,N,
447655,,N,
447755,,Y,
447795,,N,
447903,,N,
447977,,N,
448003,,Y,
448628,,N,
448721,,Y,
448724,,N,
448818,,N,
448972,,N,
449074,,N,
449089,,N,
449107,,N,
450142,,Y,
450143,,N,
450159,,N,0.735
450160,,N,
450185,,N,
450203,,N,
450237,,N,0.096
450238,,N,1.250
450259,,N,
450263,,Y,
450270,,Y,
450293,,Y,
450300,,Y,
450648,,N,
450649,,N,
450779,,N,
450894,,Y,
451003,,Y,
451124,,Y,2.188
451157,,Y,
451217,,N,2.720
451297,,Y,
451370,,Y,
451397,,N,
452302,,Y,
452307,Manawydan,N,
452313,,N,1.514
452314,,N,
452334,,N,
452376,,Y,
452389,,N,0.846
452397,,N,
452421,,N,
452474,,N,
452561,,N,
452639,,N,2.249
452807,,Y,
453100,,N,
453309,,N,
453563,,Y,
453687,,N,0.948
453707,,Y,0.495
453729,,Y,
453778,,Y,
454078,,N,2.959
454094,,Y,0.167
454100,,Y,0.548
454101,,Y,
454177,,N,
454266,,N,
455146,,N,
455148,,Y,
455157,,N,
455176,,Y,
455184,,Y,
455185,,N,0.599
455192,,N,1.082
455193,,N,
455199,,N,
455213,,N,
455299,,Y,0.537
455322,,N,
455407,,N,
455415,,N,
455426,,N,0.685
455432,,N,
455550,,N,
455554,,N,
455588,,N,
455591,,N,
455594,,N,1.625
455659,,N,
455687,,Y,
455736,,N,
455795,,N,1.242
455956,,N,
456051,,N,
456301,,N,
456536,,N,
456537,,N,0.308
456618,,N,
456651,,N,
456863,,N,
456898,,N,
456938,,Y,
456946,,N,
456973,,N,
457059,,N,
457212,,N,
457260,,N,
457647,,N,1.958
457662,,Y,
457663,,N,
457768,,Y,
457912,,N,
458062,,N,
458116,,Y,
458122,,Y,
458135,,N,0.304
458198,,N,
458368,,N,
458375,,N,
458418,,Y,
458436,,Y,1.102
458452,,N,
458723,,Y,
458732,,N,
458745,,N,
458964,,N,
459046,,N,
459119,,N,
459200,,N,
459386,,N,
459451,,N,
459458,,N,
459462,,N,
459683,,Y,0.269
459872,,N,
461353,,N,
461365,,N,
461397,,N,
461501,,N,
461852,,Y,
461912,,N,
462041,,N,1.847
462238,,Y,0.227
462329,,N,
462550,,Y,
462559,,N,
462736,,N,
462775,,N,0.579
462959,,Y,
463216,,N,
463257,,N,
463282,,N,
463360,,N,
463380,,N,
463387,,Y,
463664,,N,0.868
464639,,N,
464797,,N,0.726
464798,,N,1.109
464885,,N,0.384
465098,,N,2.073
465166,,N,
465402,,N,
465616,,N,
465617,,Y,
465633,,Y,
465749,,N,2.490
465824,,Y,
465826,,Y,0.150
465853,,N,
465892,,Y,
466053,,N,
466130,,Y,
466191,,N,
466507,,N,
466508,,Y,
467309,,Y,
467317,,Y,
467335,,N,
467336,,Y,
467347,,N,
467351,,Y,
467352,,N,0.470
467372,,N,0.874
467460,,Y,
467475,,N,
467527,,N,
467609,,N,
467835,,N,
467917,,N,
467963,,N,
468004,,N,
468005,,Y,
468117,,N,0.493
468446,,N,
468448,,N,
468452,,N,
468462,,N,
468468,,Y,0.197
468481,,N,
468540,,N,
468541,,N,
468583,,N,
468681,,N,
468684,,N,
468727,,Y,0.308
468730,,N,
468738,,N,
468741,,N,
468813,,N,
468837,,N,
468909,,N,
468910,,Y,
469219,Kamo`oalewa,N,
469356,,N,
469373,,N,
469445,,Y,0.143
469494,,N,0.758
469513,,N,0.297
469634,,N,
469722,,N,
469727,,N,
469737,,N,
469896,,Y,
469929,,N,
470004,,N,
470310,,Y,
470510,,N,
470585,,N,
470594,,N,
470678,,N,
470864,,N,
470909,,N,
470951,,N,
470975,,N,
471034,,N,
471083,,N,0.244
471108,,N,
471240,,Y,
471241,,Y,1.451
471323,,Y,
471487,,N,
471926,Jormungandr,Y,
471956,,N,
471984,,N,
472263,,N,
474158,,Y,
474163,,Y,
474179,,N,
474223,,N,
474231,,Y,
474238,,N,
474425,,N,0.358
474451,,N,
474474,,N,
474532,,N,
474549,,N,1.488
474554,,N,
474574,,N,
474585,,N,
474611,,N,
474613,,N,
474674,,N,
474706,,N,
475016,,N,0.164
475354,,N,
475462,,N,
475534,,Y,
475665,,N,
475950,,N,0.389
475967,,N,
476093,,N,
476187,,N,
476438,,N,0.433
476601,,Y,
476904,,N,
477051,,N,
477162,,Y,
477248,,N,
477327,,N,
477465,,Y,
477490,,N,0.652
477491,,N,0.739
477492,,N,
477519,,Y,0.321
477524,,N,0.991
477588,,N,0.692
477719,,N,
477762,,N,0.326
477885,,N,
478574,,Y,
478784,,N,
479325,,N,
479345,,N,
480004,,N,
480808,,Y,
480817,,N,
480820,,Y,
480822,,Y,
480823,,N,
480824,,N,
480854,,N,
480856,,N,
480858,,Y,
480883,,Y,
480885,,N,
480922,,N,
480927,,N,
480934,,N,
480936,,Y,0.537
480984,,N,
481025,,N,
481027,,N,
481032,,N,
481052,,N,
481127,,N,
481327,,N,0.216
481381,,N,
481394,,Y,
481442,,N,
481457,,Y,
481482,,Y,
481532,,Y,
481542,,N,
481543,,N,
481775,,N,
481790,,N,
481817,,Y,
481904,,N,
481918,,N,
481965,,N,
481984,Cernunnos,N,
481985,,N,
481989,,N,
482049,,N,
482054,,N,0.413
482055,,N,1.855
482111,,N,0.383
482228,,N,
482234,,N,
482244,,N,
482250,,Y,
482344,,Y,
482391,,N,
482467,,Y,
482488,,Y,
482505,,N,
482533,,N,
482562,,N,
482566,,N,
482650,,Y,
482718,,N,
482766,,Y,
482796,,Y,
482798,,Y,
483408,,N,
483422,,Y,
483423,,Y,
483432,,Y,
483453,,N,
483459,,N,
483468,,N,
483471,,N,
483472,,N,
483504,,N,
483506,,N,
483508,,Y,0.202
483509,,N,
483531,,N,
483547,,N,
483560,,Y,
483563,,N,
483566,,N,
483656,,N,
483662,,N,
483856,,N,
483878,,N,
483989,,Y,
484199,,N,
484402,,Y,0.452
484403,,N,
484462,,N,
484506,,Y,
484517,,Y,
484725,,N,
484757,,N,
484795,,N,
484850,,N,
484976,,Y,
485051,,N,
485110,,N,0.356
485652,,Y,
485823,,N,
485882,,N,
486001,,N,
486607,,N,
486692,,N,
486739,,N,
487577,,Y,
487580,,N,
487583,,N,
488450,,N,
488453,,Y,
488461,,N,
488465,,N,
488474,,N,
488486,,N,
488490,,Y,
488494,,N,0.766
488509,,N,
488515,,Y,
488579,,N,
488580,,N,
488615,,N,
488636,,N,
488640,,N,
488645,,N,
488693,,N,
488698,,N,
488789,,Y,1.039
488803,,N,0.209
489203,,N,1.520
489235,,N,
489337,,N,
489453,,N,
489486,,Y,
489885,,N,
489900,,N,
490354,,Y,
490581,,Y,0.237
490636,,N,
490684,,N,
490791,,N,
491007,,N,
491424,,N,
491565,,N,
491567,,N,
491842,,N,
492143,,N,
492478,,N,1.084
494658,,Y,
494689,,N,
494690,,Y,
494696,,N,
494697,,Y,
494706,,N,
494710,,Y,
494713,,N,
494880,,N,
494975,,N,
494999,,Y,
495021,,N,
495102,,N,
495168,,N,
495187,,Y,
495222,,N,
495278,,N,
495316,,N,
495323,,N,
495331,,N,
495417,,N,
495511,,N,
495615,,N,
495829,,N,
495833,,N,
495848,,N,
495857,,N,
495858,,N,0.342
495891,,N,
495930,,N,
495959,,N,
495960,,N,
496001,,N,
496005,,Y,
496013,,Y,
496018,,N,
496174,,N,0.657
496230,,N,
496326,,N,
496327,,N,
496816,,Y,0.3
496817,,Y,0.4
496818,,N,
496837,,N,0.337
496860,,Y,
496861,,N,
496869,,N,
496901,,Y,
496962,,N,0.175
496981,,N,
497025,,N,
497094,,N,
497096,,N,
497113,,N,
497117,,Y,
497135,,N,
497174,,N,
497176,,N,
497232,,N,
497236,,N,
497245,,Y,
497626,,N,
498066,,N,0.589
498068,,N,
498125,,N,
498143,,N,1.531
498441,,N,
498548,,N,
498550,,N,
498918,,N,
499307,,N,
499490,,N,1.202
499496,,N,0.357
499582,,Y,0.461
499672,,N,
499986,,N,
499998,,N,
500080,,Y,
500094,,N,
500136,,N,
500749,,N,
500922,,N,
501243,,N,
501567,,N,
501647,,N,
501878,,N,2.177
501934,,N,
503274,,N,
503277,,N,
503293,,N,
503861,,Y,
503865,,N,
503871,,N,
503880,,N,
503892,,N,
503911,,N,
503941,,Y,0.260
503960,,N,
503966,,N,
504025,,N,
504033,,N,
504034,,Y,
504074,,N,
504181,,N,
504256,,Y,
504392,,N,
504505,,N,
504680,,Y,
504711,,N,
504800,,Y,0.380
504827,,N,0.615
504887,,N,
504928,,N,
504994,,N,1.492
505019,,N,
505093,,N,0.556
505169,,N,
505178,,Y,
505657,,Y,0.971
505667,,N,0.820
506074,,Y,0.665
506425,,N,
506437,,N,
506459,,N,
506491,,Y,
506590,,N,0.099
506732,,Y,
506779,,N,
506859,,Y,
506951,,N,
507355,,N,
507366,,N,
507422,,N,
507716,,Y,
507847,,N,
508767,,N,
508772,,N,
508774,,Y,
508786,,N,
508796,,N,
508861,,N,
508871,,N,
508905,,N,
508908,,Y,
508912,,N,
508918,,N,
508967,,Y,
508997,,N,
509073,,N,
509102,,N,
509191,,Y,
509192,,N,
509352,,Y,
509353,,N,
509456,,Y,
509505,,N,
509520,,N,
509523,,N,
509569,,N,
509821,,Y,
509935,,Y,
510055,,Y,0.200
510073,,N,0.451
510160,,N,
510190,,N,
510238,,N,
510262,,N,1.284
510529,,Y,
511002,,N,
511008,,Y,1.647
511064,,N,
511137,,N,
511243,,N,1.195
511520,,N,
511523,,N,
511600,,N,
511684,,Y,0.315
511777,,N,0.194
511808,,N,0.746
512234,,Y,
512242,,N,
512244,,N,
512245,,N,
513125,,N,
513126,,Y,
513138,,N,
513163,,N,
513165,,N,
513170,,N,
513171,,Y,
513181,,N,
513182,,N,
513312,,N,
513358,,N,
513472,,N,
513489,,Y,
513497,,N,
513529,,N,
513550,,N,1.451
513572,,N,
513711,,N,
513776,,N,
513916,,N,
514041,,N,5.272
514150,,Y,
514568,,Y,
514571,,N,
514596,,Y,
514597,,N,
514652,,N,0.741
514846,,N,
514914,,N,
515010,,N,
515049,,N,0.351
515082,,N,
515335,,N,
515446,,N,
515639,,N,
515742,,N,
515767,,Y,
516154,,Y,
516155,,Y,
516396,,N,
516398,,N,
516420,,N,
516423,,N,
516428,,N,
516435,,N,
516454,,Y,
516457,,N,
516641,,N,
516734,,N,
516803,,N,0.463
516868,,N,
516976,,N,
516984,,N,1.824
516986,,N,
517046,,N,
517103,,Y,
517681,,Y,
517829,,N,
518424,,N,
518426,,N,
518440,,N,
518463,,N,
518469,,N,
518507,,N,0.794
518635,,N,
518638,,N,
518640,,Y,
518646,,N,
518678,,Y,
518735,,N,
518737,,N,
518771,,N,
518810,,Y,0.083
518847,,Y,
519307,,N,
519354,,N,
519504,,N,
519824,,N,
520585,,N,
520808,,N,0.704
520862,,N,
522684,,Y,
523585,,N,
523586,,N,
523587,,N,
523589,,Y,1.851
523590,,N,
523592,,N,
523593,,N,
523594,,N,
523595,,N,0.658
523596,,N,
523598,,Y,
523599,,N,
523600,,N,
523602,,N,
523603,,N,
523604,,N,
523605,,N,
523606,,Y,
523607,,N,
523608,,N,
523609,,Y,
523610,,N,
523611,,N,
523612,,N,
523613,,N,
523614,,N,
523616,,N,
523619,,N,
523621,,N,
523623,,Y,
523625,,N,
523626,,N,
523628,,N,
523630,,Y,
523631,,N,0.564
523632,,N,0.309
523633,,N,
523636,,N,0.550
523637,,N,0.602
523638,,N,
523641,,N,
523648,,N,
523650,,Y,
523651,,N,
523654,,Y,
523656,,Y,
523657,,N,
523660,,N,
523661,,N,
523662,,Y,
523663,,N,
523664,,Y,0.346
523665,,N,
523666,,N,
523667,,N,
523668,,N,
523669,,N,
523670,,N,
523679,,N,
523685,,Y,
523694,,N,
523707,,N,
523728,,N,
523732,,Y,
523737,,N,
523747,,N,0.873
523775,,Y,0.279
523779,,N,
523781,,N,
523786,,N,
523788,,Y,
523792,,N,
523795,,N,
523796,,N,
523799,,N,
523801,,N,
523802,,N,
523803,,N,
523804,,Y,
523805,,N,
523806,,N,
523807,,N,
523808,,Y,
523809,,N,
523810,,N,
523811,,N,
523812,,N,
523813,,Y,
523814,,Y,
523815,,N,
523816,,Y,0.851
523817,,N,
523818,,Y,
523819,,N,
523820,,Y,
523821,,N,
523822,,N,
523823,,N,
523824,,N,
523826,,N,0.3
523828,,N,
523915,,N,
523934,,Y,
523941,,N,
523945,,N,
523950,,Y,
523966,,N,
523967,,N,
523971,,N,
523972,,N,
524150,,N,
524196,,N,
524268,,N,
524391,,N,
524392,,N,
524459,,N,
524471,,N,
524474,,N,
524475,,Y,
524498,,N,
524516,,N,
524522,,Y,
524530,,N,
524536,,N,
524594,,Y,
524597,,N,
524599,,N,
524603,,N,
524974,,N,
525229,,Y,
525231,,Y,
525234,,N,
525268,,Y,
525319,,N,
525356,,Y,
525364,,N,
525477,,N,
525484,,Y,
525498,,N,
525552,,N,
526238,,N,
526449,,N,
526587,,Y,
526670,,Y,
526742,,N,
526798,,N,
526825,,N,
526826,,N,
526878,,Y,
526898,,N,
527115,,N,
527671,,N,
527715,,Y,
527841,,N,
527959,,N,
527977,,N,
528159,,Y,
528284,,N,
528507,,N,
528609,,N,
528650,,N,
528756,,N,
528804,,Y,
528807,,N,
528857,,N,
528859,,N,
529032,,N,
529366,,Y,
529450,,N,
529668,,Y,1.778
529670,,N,
529718,,N,1.770
529720,,N,0.361
529752,,N,
529753,,Y,0.363
529819,,N,0.259
529920,,N,
529951,,Y,
530085,,Y,
530151,,N,
530520,,Y,
530531,,N,0.280
530743,,N,
530871,,N,1.434
530938,,N,0.413
530940,,N,
530974,,Y,
531060,,Y,
531277,,Y,
531898,,N,
531899,,Y,
531914,,Y,
531944,,Y,
532058,,N,
532874,,N,0.310
533011,,Y,
533372,,Y,
533541,,N,
533638,,N,
533671,,Y,
533722,,Y,0.701
533990,,N,
534676,,N,0.691
535148,,N,0.861
535221,,N,
535844,,Y,
536531,,Y,
537098,,N,
537342,,N,
537395,,Y,
537467,,N,
537686,,N,
537829,,N,0.312
538085,,N,
538212,,Y,0.654
538644,,N,
538648,,N,
538979,,N,
539063,,Y,
539694,,N,
539856,,N,
539940,,N,
543319,,N,
545274,,N,
1979 XB,,Y,
1982 YA,,N,
1983 LC,,Y,
1986 NA,,N,
1988 NE,,N,
1989 AZ,,N,
1990 UN,,N,
1991 BA,,N,
1991 GO,,Y,
1991 JR,,N,
1991 TT,,N,
1991 TU,,N,
1991 TF3,,N,
1991 VA,,N,
1991 VG,,N,
1991 XA,,N,
1991 XB,,N,
1992 DU,,N,
1992 JD,,N,
1992 SZ,,N,
1992 YD3,,N,
1993 BD3,,N,
1993 BU3,,N,
1993 DA,,N,
1993 FA1,,N,
1993 HC,,N,
1993 HP1,,N,
1993 KA,,N,
1993 KA2,,N,
1993 TZ,,N,
1993 UA,,N,
1993 UD,,N,
1994 BB,,N,
1994 CJ1,,Y,
1994 EK,,Y,
1994 EU,,N,
1994 ES1,,N,
1994 FA,,N,
1994 GK,,N,
1994 GL,,N,
1994 GV,,N,
1994 NE,,Y,
1994 NK,,N,
1994 RB,,N,
1994 TA2,,N,
1994 TE2,,N,
1994 US,,N,
1994 VH8,,N,
1994 WR12,,N,
1994 XG,,N,
1994 XM1,,N,
1995 BK2,,N,
1995 CR,,Y,
1995 CS,,N,
1995 DV1,,N,
1995 FF,,N,
1995 FG,,N,
1995 FJ,,N,
1995 FO,,N,
1995 FX,,N,
1995 HM,,N,
1995 LA,,N,
1995 NA,,N,
1995 SB,,N,
1995 SC1,,N,
1995 SD1,,N,
1995 SA4,,N,
1995 UB,,N,
1995 UC2,,N,
1996 AP1,,N,
1996 AE2,,N,
1996 BT,,N,
1996 BA1,,N,
1996 BG1,,N,
1996 FT1,,N,
1996 FQ3,,N,
1996 GQ,,N,0.208
1996 HN,,N,
1996 JA1,,Y,
1996 KE,,N,
1996 MQ,,N,
1996 TC1,,N,
1996 TP6,,N,
1996 TD9,,N,
1996 VB3,,N,
1996 VZ4,,N,
1996 XZ12,,N,
1996 XX14,,N,
1997 AC11,,N,
1997 CD17,,N,
1997 EN23,,N,
1997 GK3,,N,
1997 GL3,,Y,
1997 GD32,,Y,
1997 MS,,N,
1997 PN,,N,
1997 QK1,,Y,
1997 RT,,N,
1997 TZ16,,N,
1997 TC25,,N,
1997 TT25,,N,
1997 UR,,N,
1997 UZ10,,N,
1997 UA11,,N,
1997 VG,,N,
1997 VN4,,N,
1997 VG6,,Y,
1997 WQ23,,Y,
1997 XS2,,N,
1997 XE10,,N,
1997 YM9,,N,
1997 YR10,,N,
1998 BY7,,Y,
1998 BT13,,N,
1998 BR26,,N,
1998 DX11,,N,
1998 DV20,,N,
1998 DK36,,N,
1998 EE3,,N,
1998 EP4,,N,
1998 FL5,,N,
1998 FM9,,N,
1998 FG12,,N,
1998 FJ74,,N,
1998 GC1,,N,
1998 GL10,,N,
1998 HH1,,N,
1998 HM1,,N,
1998 HN3,,N,
1998 HT31,,Y,
1998 HH49,,Y,
1998 KH,,N,
1998 KD3,,N,
1998 KF3,,N,
1998 KO3,,N,
1998 KJ17,,N,
1998 KY26,,N,0.03
1998 LE,,N,
1998 MS2,,N,
1998 MV5,,N,
1998 MR24,,N,
1998 OP4,,N,
1998 QQ,,N,
1998 QH1,,N,
1998 QV3,,N,
1998 QH28,,N,
1998 QK28,,Y,
1998 QQ52,,N,
1998 QA62,,Y,
1998 QA105,,N,
1998 SG2,,N,
1998 SH2,,Y,0.383
1998 SS4,,N,
1998 SU4,,Y,
1998 SD9,,N,
1998 SY14,,Y,
1998 SZ14,,N,
1998 SE35,,N,
1998 SL36,,Y,
1998 TT3,,N,
1998 UR,,N,
1998 UM1,,N,
1998 US18,,Y,
1998 UY24,,N,
1998 VP,,N,
1998 VS,,N,
1998 VE31,,N,
1998 VD32,,N,
1998 WY1,,N,
1998 WA2,,N,
1998 WB2,,Y,0.150
1998 WL4,,N,
1998 WR5,,N,
1998 XD12,,Y,
1998 XN17,,N,
1999 AF4,,N,
1999 AM10,,N,
1999 AO10,,N,
1999 BO,,N,
1999 BL33,,N,
1999 CQ2,,N,
1999 CG9,,N,
1999 DB2,,N,
1999 DY2,,N,
1999 DJ3,,N,
1999 EO3,,N,
1999 EF5,,N,
1999 FR5,,N,
1999 FQ10,,N,
1999 FN19,,N,
1999 FP19,,N,
1999 FR19,,Y,
1999 FJ21,,N,
1999 GL4,,Y,
1999 GR6,,N,
1999 HC1,,N,
1999 HV1,,N,
1999 HW1,,N,
1999 HX1,,N,
1999 JZ10,,Y,
1999 KL1,,N,
1999 LJ1,,N,
1999 LT1,,N,
1999 LW1,,N,
1999 LX1,,Y,
1999 LD6,,N,
1999 LE6,,N,
1999 LV7,,N,
1999 LD30,,N,
1999 NW2,,N,
1999 OQ3,,N,
1999 PS3,,N,
1999 RU2,,N,
1999 RN28,,N,
1999 RP28,,N,
1999 RQ28,,N,
1999 RZ31,,N,
1999 RA32,,N,
1999 RB32,,N,
1999 RJ33,,N,
1999 RK33,,N,
1999 RO36,,N,
1999 RM45,,Y,
1999 SE10,,N,
1999 SF10,,N,
1999 SG10,,Y,
1999 SH10,,N,
1999 SJ10,,N,
1999 SK10,,N,
1999 TY2,,N,
1999 TA5,,N,
1999 TD5,,N,
1999 TE5,,N,
1999 TM12,,N,
1999 TM13,,N,
1999 TN13,,N,
1999 TO13,,Y,
1999 TT16,,Y,
1999 TU16,,N,
1999 TV16,,N,
1999 TW16,,N,
1999 UQ,,N,
1999 UR,,Y,
1999 UZ5,,N,
1999 VT,,N,
1999 VR6,,Y,
1999 VN11,,N,
1999 VK12,,N,
1999 VX15,,N,
1999 VU25,,N,
1999 VV25,,N,
1999 VW25,,N,
1999 VX25,,N,
1999 XS35,,Y,
1999 XK136,,Y,0.811
1999 XN141,,N,
1999 YD,,Y,
2000 AA6,,Y,0.316
2000 AB6,,N,
2000 AG6,,N,
2000 AE205,,N,
2000 AG205,,N,0.955
2000 AH205,,N,
2000 BH19,,N,
2000 BK19,,N,
2000 BO19,,N,
2000 BO28,,Y,
2000 CL33,,N,
2000 CM33,,Y,
2000 CN33,,N,
2000 CO33,,Y,
2000 CK59,,N,
2000 CP101,,Y,
2000 CR101,,N,
2000 DN1,,Y,
2000 DL8,,N,
2000 DO8,,N,
2000 DV110,,N,
2000 EB14,,N,
2000 EM26,,N,
2000 EU70,,Y,
2000 EC104,,N,
2000 EY106,,N,
2000 EZ106,,N,
2000 FP10,,N,
2000 FX13,,N,
2000 GB2,,N,
2000 GT127,,N,
2000 GV127,,N,
2000 GW127,,N,0.477
2000 GC147,,N,
2000 HB24,,N,
2000 HO40,,N,
2000 HP40,,N,
2000 JF5,,Y,
2000 JX8,,N,
2000 JZ8,,N,
2000 KA,,Y,
2000 KC,,N,
2000 KL33,,N,
2000 KE41,,N,
2000 KP44,,N,
2000 LK,,N,
2000 LD3,,N,
2000 LF3,,Y,
2000 LG6,,N,
2000 LK10,,N,
2000 NQ11,,N,
2000 OH8,,N,
2000 OK8,,N,
2000 PN,,N,
2000 PE3,,N,
2000 PF5,,N,
2000 PY5,,Y,
2000 PH8,,N,
2000 PN8,,N,
2000 PP9,,Y,
2000 PQ27,,N,
2000 QS7,,Y,
2000 QT7,,N,
2000 QV7,,Y,
2000 QX69,,N,
2000 QJ130,,N,
2000 QL130,,N,
2000 QO130,,N,
2000 RJ12,,N,
2000 RK12,,N,
2000 RN12,,N,
2000 RD52,,N,
2000 RE52,,N,0.149
2000 RF52,,N,
2000 RK60,,N,
2000 SE8,,N,
2000 SF8,,N,
